x,y
37.454011884736246,86.21372979304506
95.07143064099162,195.65775102499524
73.1993941811405,157.77520001031354
59.86584841970366,99.91816312039394
15.601864044243651,37.908649770924626
15.599452033620265,46.55559263991673
5.8083612168199465,43.785133104762636
86.61761457749351,175.4611758808823
60.11150117432088,118.09559830524394
70.80725777960456,144.08815990544107
2.0584494295802447,27.8479306246916
96.99098521619943,208.91323707729413
83.24426408004217,168.54212510357877
21.233911067827616,60.166833632355576
18.182496720710063,47.82115668164073
18.34045098534338,61.210576828680104
30.42422429595377,60.317652183747256
52.475643163223786,110.03635412748105
43.194501864211574,90.50738143144079
29.122914019804192,46.2931038176266
61.18528947223795,136.81238310044452
13.949386065204184,41.814601213106705
29.214464853521815,68.50563155668056
36.63618432936917,79.75356165811114
45.606998421703594,79.98343571265097
78.51759613930136,160.72551243712235
19.967378215835975,44.79403868377041
51.42344384136116,100.81272864439805
59.24145688620425,126.06362809741836
4.645041271999773,25.350845396217622
60.75448519014384,159.80175889844563
17.052412368729154,46.72349192993589
6.505159298527952,26.873574457897362
94.88855372533332,198.66041871417414
96.56320330745594,174.34483838542624
80.83973481164611,171.28176149155397
30.46137691733707,71.82620698378953
9.767211400638388,66.48305448855606
68.42330265121569,143.96119083071454
44.01524937396013,102.55370888292445
12.203823484477883,33.886970423377115
49.51769101112702,91.50521145796105
3.4388521115218396,34.020046440768986
90.9320402078782,203.14307590605802
25.87799816000169,73.62147552564909
66.2522284353982,128.8636450488753
31.171107608941096,93.38412988192368
52.00680211778108,92.98583829367794
54.67102793432797,128.14491227565998
18.485445552552704,79.82772549225508
96.95846277645586,189.0588806759514
77.51328233611146,156.53209872818132
93.9498941564189,199.39455878915243
89.48273504276489,181.4133352737868
59.78999788110851,106.32004429622505
92.18742350231169,195.40329162671378
8.84925020519195,11.763944704492328
19.59828624191452,56.30045894335676
4.522728891053807,5.254094268600561
32.53303307632643,98.31508222791597
38.8677289689482,75.98665855285284
27.134903177389592,59.438883611694045
82.87375091519293,187.9502600909309
35.67533266935893,62.88770059220853
28.093450968738075,69.5988009565381
54.26960831582485,138.1463579458861
14.092422497476264,14.072596476534116
80.21969807540397,173.2089040287925
7.455064367977082,28.808370649680516
98.68869366005173,219.1047303967631
77.22447692966574,145.89469319616026
19.87156815341724,29.936287110570333
0.5522117123602399,18.933546908973945
81.54614284548342,177.54705578946462
70.68573438476172,155.12886152471157
72.90071680409874,160.9981567506521
77.12703466859458,154.0536985135118
7.4044651734090365,28.292735804233125
35.84657285442726,86.08923280833473
11.586905952512971,22.458540634630424
86.31034258755935,210.60730284229004
62.329812682755794,141.76711917918843
33.08980248526492,58.31005251249011
6.355835028602364,32.559974186712175
31.09823217156622,57.57623928972262
32.518332202674706,86.8429334614862
72.96061783380641,173.30016935272388
63.75574713552131,125.20125949576698
88.72127425763266,201.89319045393015
47.22149251619493,110.63469893643733
11.959424593830171,46.24975158757769
71.3244787222995,181.1008521844082
76.07850486168974,158.47618798333642
56.127719756949624,110.94939704853691
77.0967179954561,150.85071954652935
49.379559636439076,96.52196499839658
52.27328293819941,113.39004023518726
42.75410183585496,100.62548329395958
2.541912674409519,19.234187338769324
10.789142699330444,43.98603413420125
